,tag,tag_conf,city,review,RudeService,OrderProblem,Filthy,SlowService,BadFood,ScaryMcDs,MissingFood,Cost,na,BinaryLabel,topic,Most_Likely_Topic,Most_Likely_Topic_Names
245,"['OrderProblem', 'SlowService']","['0.6891', '0.6801']",Las Vegas,super slow never get order right never come back always order well fry always get saggy fry probably sit around hour go go drive thru lady tell wait minutes front park lot late still nothing decide go drive drive thru lady tell go back front wait minutes tell wait minutes slow probably even job business across street always waste time today ask oreo mcflurry think say yes cool go pay tell sorry moment refund money take rest order window whoever manager sure know manage hope mcdonalds pay attention location need good people inside,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,5,6,go time back
246,['BadFood'],['1'],Las Vegas,terrible mcdonald food always undercooked cold co worker go burger cold fries give benefit doubt go order nuggets voila cold come unless want food cold tasteless,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,12,4,food fast time
247,"['Filthy', 'RudeService']","['1.0', '0.6875']",Las Vegas,place dirty bunch high school kid work care service,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,5,11,service bad customer
248,['OrderProblem'],['0.6766'],Las Vegas,come fee daughter well love mcdonald wait mom drop valley hospital decide go drive order kid meal big mac extra sauce get charge extra never charge cars front go quick pull window food ask guy window toy always sad say much one toy even special toy kid get food go get hospital notice give apple slice come kid meal wow never return location,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,3,5,get right work
249,['BadFood'],['1'],Las Vegas,go work quick mickey fix order piece chicken nuggets meal sorry say think last time get wrong food taste fine insides think,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,8,5,get right work
250,"['OrderProblem', 'SlowService']","['1.0', '0.6667']",Las Vegas,mickey breakfast vibe strong work space several us look extra calories fuel early morning mental dash given four us one get meal another opt go inside chaos describe inside wait order process retrieval food seem disorganize confusing order pop quick cursory inspection two bag door orbit drive thru long notice full cars initially thankful go indoors make orders arrive back office notice f ed drive thru f ed interior order wrong ashamed admit notice give coffee exclamation mark needed begin internal debate whose responsibility make sure get coffee decide mine mostly starve morning wait lunch,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,4,2,drive thru window
251,['BadFood'],['1'],Las Vegas,upon last visit ewww say ewwwwthese people location oh lord baby honey child give cold fries old stale chicken nuggets hard like little rocks soda miss soda something sour wont ever go back location smell funny look shock ask money back outside bag wet sticky ewwww thank goodness carry hand sanitizer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,15,8,take fry mcwrap
252,"['OrderProblem', 'BadFood', 'SlowService']","['1.0', '1.0', '0.6829']",Las Vegas,strike fast food venue normal lunch spot awhile last two visit disappointment french fry cold times order premium chicken wrap crispy chicken last week receive grill chicken receipt right line cook get wrong today order chicken mcnuggets combo say cold fries guarantee mcnuggets fresh get food even get change sit well ordered besides food service terrible one lady take order even make food make slow service busy lunch hour rather call order order number ready look boss say rude gentelman wait food since walk still wait get mine wife take sandwich back say fresh get dirty look rude cashier miss days old manager see months staff game,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,01011000,13,4,food fast time
253,"['SlowService', 'RudeService', 'OrderProblem']","['1.0', '1.0', '1.0']",Las Vegas,impress visit time location suprisingly someone shift manager work window take order speaker still conversation another employee take several try get order right get window even say hi tell total put hand payment give card ask please give jelly extra syrup butter smile say thank take good minutes get stuff way window inside counter talk employees finally give order reasked get jelly syrup go reach get say oh bag order big breakfast hotcakes bacon two sausage egg mcmuffins hashbrown coke get home get everything hash browns get two one big breakfast extra one ordered uggg receipt name receipt state ks right especially someone management,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11010000,5,5,get right work
254,['RudeService'],['1'],Las Vegas,kinda upset last visit normally pay use debit card occasion cash come disappointment cashier go hand change drop note drive thru easily retrivable look shrug shoulder keep pushing look like wth open drawer give correct change nothing drop change keep pushing never experience always correct change drop mean drop even put cat window like come drop fault urgh anyways experience overall annoy putting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,10,13,window us say
255,['BadFood'],['0.6672'],Las Vegas,think preparation tad lacking use work mc high school perfect job kid anyway filet lopsided half way bun cheese melt three quarter fish tartar every fry mushy expect much mc goodness interest folks come awesome thing wall original ronald mc donald lil side kicks cool,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,6,8,take fry mcwrap
256,['ScaryMcDs'],['1'],Las Vegas,breakfast view really one reason go mcd strip hungry drunk far mcd go pretty nice one clean modern lot staff work time place one major perk though get watch people misbehave drink drugs seriously blast start arrive cop handcuff junkie park lot guy talk shout insanely funny random word people purple melons anyone sweet old lady inside definitely schizophrenic lovely conversation selves guy clean mensroom asleep inside cubicle door open love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,10,7,one north avenue
257,"['SlowService', 'ScaryMcDs', 'Filthy']","['1.0', '1.0', '1.0']",Las Vegas,approximately one register open drink people line pick take mins get food slow mcdonalds din area clean one thing restaurant trendy free wifi right next order circus circus stick bunch drink people loud annoying prepare restroom dirty,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,00110100,1,7,one north avenue
258,['ScaryMcDs'],['0.6923'],Las Vegas,beware mcdonalds tow vehicles like nobody business major scam go location friends almost get car tow eat run ass hole tow guy lift would put even friends say customers eve finish lunch yet ass tow guy want cash tow well pay get home contact corporate get money back mcdonalds need rethink hire tow company franchise owner mcdonalds suck let happen pretend know go hire tow company scamming innocent customers big time anyone vehicle tow wrongly need contact mcdonalds corporate get money back,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,0,5,get right work
259,['ScaryMcDs'],['1'],Las Vegas,beware mcdonalds constantly surveillance park lot park car breakfast go drop something friend within min get back car towed wtf like prey people cars make never want go mcdonald,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,11,6,go time back
260,['RudeService'],['1'],Las Vegas,like mcdonald service quality go tubes son get drink drink station old guy mop floor tell son move mean rude voice go use restroom two toilets one sign door read service stall door would make close connection really go care someone walk pot try slam door shut would make connection tell management seem busy care anything,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,3,6,go time back
261,['OrderProblem'],['1'],Las Vegas,wife go location circus circus approximately friday night busy chaotic place order one end counter pick end counter order quarter pounder cheese combo ask make large wife simply order small drink mcflurry specifically tell girl eat number called food go bag give one small cup ask large drink cup inform combo pay extra include drink lady wear white shirt speak poor english show receipt say pay large combo tell mistaken proceed go back cashier ring order ask happened inform get large cup well small cup lady white manager ask speak another manager cashier wait female manager go back male manager come apologized give large cup agree correct cashier ring order correctly could give reason female manager would give large cup,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,2,13,window us say
262,['ScaryMcDs'],['1'],Las Vegas,stay riviera hotel across street probably go stop mcdonald wifi mcdonald long line late night hungry club goers sometimes crazy drink guests make great entertainment wait order sparse amount homeless seem bother anyone,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,11,1,mcdonald people time
263,['RudeService'],['0.6206'],Las Vegas,go mcdonalds way circus circus remember eat horrible buffet circus circus want go breakfast would avoid place weekends chaotic go saturday morning around go second time weekday line manageable workers call number order ready however need good system number call order sit counter minutes oh well cheap breakfast grub,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,9,6,go time back
264,['ScaryMcDs'],['1'],Las Vegas,nice central mcdonald ample fountain drink dispensers visitors aware surround attract transient people wifi provide sometimes works like cellular reception surprise frequent visitor grab drink work visit hotels quite power plug laptops inside building,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,1,1,mcdonald people time
265,"['RudeService', 'BadFood']","['1.0', '0.6694']",Las Vegas,know better count one hand number time mcdonald past ten years however choices extremely limit think would give another shot visit reminder come totally staff fry room burger taste complaints diet coke next time go hungry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,9,6,go time back
266,"['OrderProblem', 'SlowService']","['1.0', '0.6818']",Las Vegas,bad mcdonald ever order mocha frape vanilla latte cookies wait mins wrong drink give us extra drink,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,4,1,mcdonald people time
267,['SlowService'],['1'],Las Vegas,please people look fast food eat go place minute simple double cheese burger employees work slow grandma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,14,4,food fast time
268,['SlowService'],['0.6966'],Las Vegas,one breakfast mcmuffin hold gunfireif vegas event convention center probably early enough breakfast work might want sleep part day mcdonald breakfast sell nearly long enough never make time hard would serve egg day case mcd convenient convention center stop last vegas trip couple months back one visit din notice bullet hole window night someone probably mad breakfast serve day guess service good food average cool thing location deco modern inside clean cool like,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,10,7,one north avenue
269,['RudeService'],['1'],Las Vegas,bad service encounter mcdonalds far continental usa dislike food employees irresponsible forgetful unapologetic overhear one superiors staff particular mcdonalds always screw order every time come charge wrong item leave several items give ice tea instead ice coffee first one order order skillet burrito oj oj come minutes food never come co workers order food food come already seat breakfast still stand counter wait burrito good minutes finally lose patience ask girl ring skillet burrito simply say oh run ha veh tell go stand nothing ask want want burrito ha veh sausage egg burrito ok say ok skillet burrito much expensive sausage egg burrito give two mcgriddles pure retard operations particular mcdonalds never return mcdonalds even mcdonalds particular reason eat need grab super quick breakfast head convention center,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,12,mcdonalds time always
270,['SlowService'],['1'],Las Vegas,mclover problemwith workers problem wait minutes cheeseburger even busy first last time location,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,7,3,wait minutes line
271,"['ScaryMcDs', 'RudeService']","['1.0', '0.6264']",Las Vegas,cold terrible cardboard bun trashy service homeless people drink natural ice inside place,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,4,11,service bad customer
272,['Filthy'],['1'],Las Vegas,truly disgust place,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,3,9,place like would
273,"['SlowService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,place sucked order sausage mcmuffin cashier slow make even forget harshbrowns include meal ketchup dispenser spray everywhere go shirt dumb stupid mcdonalds avoid place u want eat mcdonalds restaurant good mcdonalds place one,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,3,12,mcdonalds time always
274,['RudeService'],['1'],Las Vegas,go get cookies friend drive thru person lamoni suck could tell difference coffee asshole car break drive thru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,14,2,drive thru window
275,"['RudeService', 'OrderProblem']","['0.7185', '0.6381']",Las Vegas,service terrible get breakfast order wrong three times time exact mistake morning cashier dalia even attempt move muscle get right order food like mcdonalds service worst others go within mile anyway,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,14,5,get right work
276,"['RudeService', 'SlowService', 'OrderProblem', 'BadFood']","['1.0', '0.7308', '0.7308', '0.7308']",Las Vegas,fast food typically particular mcdonald awful service terrible cashier attitude pretty much every customer come line minutes wait get food basic big mac fries nothing special forget give drink ask try give size ordered ask right size practically insist take small one order ask ketchup roll eye act like make go far way reach counter go fountain get drink small bug fly around best part get back eat food realize fry cook fryer fish pretty sure suppose separate throw end need ketchup anyways definitely favor go different location,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11011000,11,4,food fast time
277,['Filthy'],['1'],Las Vegas,absolute bad mcdonald ever entire life place filthy nearly every empty table litter minutes one come clean din area owner ashamed management fired,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,5,1,mcdonald people time
278,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,bad service food ever experience mcdonald l ever completely wrong order ignore counter try get correct even wrong order yet ignored would think would sensitive third time retuning get complete order ignore fourth time ask get access bathroom,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,11,5,get right work
279,['RudeService'],['1'],Las Vegas,bad service ever experienced know expect come fast food still first drive thru ask sauce give hesitation drop sauce ask another one reply smart attitude suppose charge still want go charge would like tell beginning problem pay sauce go use besides bad people skills get order wrong twice times time still wrong beyond,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,9,6,go time back
280,"['BadFood', 'Filthy', 'RudeService']","['1.0', '0.6875', '0.6562']",Las Vegas,crave chocolate milkshake days ago near mcdonalds travel route decide go thru drive thru full fill cravings get nuggets fries worst fry old even recooked old old sit hour taste like yesterdays fry chewy bland rough cold disgusting nuggets old milkshake give bad stomach ache may add cashier mgr shirt filthy bottom like wash dish clean grill broiler whatever handle food yuck clean clothe felt like run homeless people manager charge restaraunt follow mcdonalds standards ive better,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10101000,6,2,drive thru window
281,"['OrderProblem', 'RudeService']","['1.0', '0.6831']",Las Vegas,extremely terrible service could get order right first time like seriously hard get couple sandwich right,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,9,5,get right work
282,['ScaryMcDs'],['1'],Las Vegas,bad mcdonald ever tweekers spare changing freely lady threaten beat another lady ass follow around yelling dirty drink area etc build look good good point never return location avoid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,6,1,mcdonald people time
283,"['ScaryMcDs', 'SlowService', 'BadFood']","['1.0', '0.7059', '0.7059']",Las Vegas,grab quick breakfast service slow din room fill joyful abundance homeless crazy people las vegas say coffee warm best egg mcmuffin without sausage cold greasy,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,00011100,10,10,coffee burn ice
284,['RudeService'],['0.6886'],Las Vegas,usually one fuss pretty lay back something bother well bravo mcdonalds great area fault employees expect get shady character sometimes handle little bite aggressively like tonight customer cause minor disturbance rude girl appear manager sort behind counter get upset naturally course go handle customer wait come bathroom wait customers include line ok get go handle customer go bad self handle shituation yes say shit u ation get go handle stupid idiot line customers wait service would think would get someone cover instead us wait minutes atleast simple apology say sorry right instead curse mumble breath oh proceed follow outside let go left another employee finally start take order tell already clock unprofessional like come handle idiot act like one rant oh fry good,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,3,3,wait minutes line
285,['OrderProblem'],['1'],Las Vegas,mix order forget fries crispy chicken instead grilled put mayo sandwich ask side cash drive accept credit din,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,0,0,order time wrong
286,"['ScaryMcDs', 'SlowService']","['1.0', '0.6567']",Las Vegas,thousands restaurants vegas pick mcdonalds well cheap eat right across sahara hotel design like one classic type mcdonalds back like scott say nothing special go drive thru little scar since people play music loud hang around suspiciously wait minutes lady get back speaker even crowd inside anyways order mcdoubles hot n spicy bottle water apple pies large ice tea matter size type drink total special place besides classic car probably wait service since forever oh well city sin fun keep yelping,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,00010100,13,3,wait minutes line
287,['BadFood'],['0.7'],Las Vegas,review classic mcdonald offthestrip paradise rd sahara ave behind sahara casino coolest thing location collection mcdonald happy meal toy style look feel chevy front take photos unfortunately boring tasteless food,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,7,1,mcdonald people time
288,"['BadFood', 'Filthy']","['0.6941', '0.6431']",Las Vegas,cannot give star rat junk food place mcdonald food fresh freeze really rating aside food cleanliness staff etc place pack understaffed midnight could see people work behind counter make food manager best keep food come kitchen clearly short handed napkins empty floor sticky food even taste bad mcdonald standards good experience come mcdonald emergencies,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,00101000,1,4,food fast time
289,['MissingFood'],['1'],Las Vegas,hot mustard,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000010,7,10,coffee burn ice
290,"['BadFood', 'SlowService']","['1.0', '0.731']",Las Vegas,busy day time healthy lunch saw mcdonalds decide heck im hurry kind hungry order take forever go thru drive thru trust fry medium warm burger time wait another order left dissatisfy order mcdonalds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,5,0,order time wrong
291,['RudeService'],['1'],Las Vegas,unpleasant experience live las vegas often take family strip come town look late night bite eat decide mcdonald since right hotel servers incredibly rude aunt ask serve smoothies girl behind register roll eye respond attitude receive food ask another employee could find straws intentionally ignore upon first attempt get attention finally turn around talk friend act burden maybe expect much fast food place strip feel work customer service provide customer service act still high school hang onto angsty teenager inside us,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,15,11,service bad customer
292,"['RudeService', 'Filthy']","['1.0', '0.6622']",Las Vegas,work area eat several times attest fact one bad mcdonalds eat least sure consistent service consistently lousy consistently noisy consistently dirty eat last resort,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,13,11,service bad customer
293,['RudeService'],['1'],Las Vegas,far bad service ever fast food restaurant understand work fast food easy burger toss end line enough said upset toss right back rude ass lady behind counter wait couple feet way options pile dump thing bad walk excalibur walk stink hole,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,7,4,food fast time
294,"['RudeService', 'BadFood', 'MissingFood']","['1.0', '1.0', '0.6562']",Las Vegas,christ almighty goes go eat overprice mcdonalds casino good get hell want eat place pitiful think make angry even know start besides starbucks krispy kreme option late night eat excalibur goes visit fool shame husband head room early first night vegas tire long drive watch tv husband say want little something local mcdonalds really hungry crave little something sweet ask get mcflurry call tell kind call oreo butterfinger yum want butterfinger exclaimed hang call back minute late break news butterfinger would useful info first asked end oreo come back take bite mcflurry may know mcflurry soft serve icecream mix whatever top get possibly mess mess mcflurry equal stupidity burn cornflakes excuse take one bite throw away icecream warm oreo chuck stale nasty husband burger fry turn ok least visit fool twice shame late night gamble hungry feel like search late night eat venture hell hole figure since get regular food time would ok customer service place atrocious pretty much hour operation offer donuts coffee change attitude husband sweet tooth time want mcflurry dun dun dun order food ask oreo mcflurry guy behind counter proceed tell icecream machine locked excuse wtf call hubby tell displeased two minutes straight cursing ask chocolate chip cookies none oatmeal raisin describe asshole cookies literally good desserts poor baby go without wants doughnut fan krispy kreme really appealing place good ok mcdonalds go one luxor probably get good service want something good venture nyny america cafe open hours price get decent food service,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10001010,2,5,get right work
295,"['SlowService', 'RudeService']","['1.0', '0.6562']",Las Vegas,lousy mcdonalds slow surly finally get food even seem matter anymore,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,14,5,get right work
296,['RudeService'],['1'],Las Vegas,horrible service friendly ask couple sauces tell would pay cents happen customer service bad mcdonalds cheesy move part give one star generous,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,11,service bad customer
297,['MissingFood'],['0.7185'],Las Vegas,place joke disgust enough fact thing eat excalibur hours mcdonald starbucks krispy kreme force go mcdonald find pitiful excuse establishment instead shame first night run butterfinger top mcflurry second night claim ice cream machine locked broken locked wtf late night eatery available good menu items available bite sweet tooth place joke favor walk across footbridge new york new york eat america late night cafe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000010,7,1,mcdonald people time
298,"['SlowService', 'BadFood', 'Cost']","['1.0', '1.0', '0.6471']",Las Vegas,mcdonald locate inside excalibur hotel one bad experience ever mickey want quick breakfast around friend decide grab us bring back room head day end wait minutes line get egg mcmuffins coffee wander room see hold dollar menu available end pay greasy sandwich time get food back room cold least coffee stay warm,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,00011001,4,10,coffee burn ice
299,"['ScaryMcDs', 'MissingFood']","['1.0', '0.66']",Las Vegas,yes mcdonald yes mcdonald ever since get rid angus deluxe premium chicken sandwiches try quarter pounder mayo cheese although food good mcdonald location tried food give location four stars summer months turn sober hook spot drunk half naked female ditch fridays patrons best eye candy find micky,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,00000110,9,1,mcdonald people time
300,"['SlowService', 'MissingFood']","['1.0', '0.6818']",Las Vegas,probably bad mcdonald ever know ice cream machine always broken customers always waiting food always take forever even people kitchen understand still open,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,00010010,3,1,mcdonald people time
301,['BadFood'],['1'],Las Vegas,nasty ass restaurant burn ass chicken nuggets dumbasses work want give new ones,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,6,10,coffee burn ice
302,['MissingFood'],['0.6867'],Las Vegas,could get chocolate dipped cone shut ice cream machine midnight wtf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000010,8,5,get right work
303,"['SlowService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,bleh bad mcdonalds food slow service never get order right ever,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,5,11,service bad customer
304,['RudeService'],['1'],Las Vegas,idiot counter force buy quarter pounder cheese understand buy one get one large sandwich meant picture happen show pic quarter pounder yet say valid product equal less value twice exhibit buy large sandwich get one free see picture attach star,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,7,one north avenue
305,"['SlowService', 'RudeService']","['0.6523', '0.6523']",Las Vegas,stop early morning hours know full well would need serious calories hours ahead walk throughout terrible herbst th location connect line inside tell someone would shortly waited wait make eye contact white shirt believe hmfic dress differently everyone else hmfic fail smile back go hm hater mode walk make purchase th punch reevaluate time line morning decided need calories roll drive thru make purchase quickly efficiently chow exactly mcd ok,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,11,3,wait minutes line
306,['BadFood'],['0.6607'],Las Vegas,drunk come order hot spicy sub mannaise mac sauce breakfast burritos tell get hot spicy fudge,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,15,5,get right work
307,"['SlowService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,bad mcdonald ever never write bad review let one keep come back close hop eventually get order right get point would drive miles good service drive back three time one order one night drive thru take forever staff never take right order food always hit miss pretty ridiculous expect star service mcdonald damn place drive crazy good luck,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,5,2,drive thru window
308,"['SlowService', 'RudeService']","['1.0', '0.711']",Las Vegas,quarter pounder really dry bun like cardboard wait workers stop play around back someone could refill sweet tea refill station give one star place clean,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,4,9,place like would
309,['RudeService'],['1'],Las Vegas,place infamous rude cashier things stock complaints management go deaf ears go way go one durango cause many bad experience location really give brand bad name,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,0,6,go time back
310,['RudeService'],['1'],Las Vegas,love mcdonald duh eat mcchicken bun hard usually happen anyways oh well order big mac pc chicken nugget get window ask various sauce include asian sauce guy window take total offense cop attitude ask mean sweet chili sauce felt like may upset reason ppl would insult ask white sauce lol say sorry mean kung pao sauce say exist dick glad ask gay sauce ha dude come ppl r ppl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,4,13,window us say
311,['OrderProblem'],['0.6497'],Las Vegas,milk coffee cream wonder everyone fat get coffee half full awesome micky vegas suck side note new oatmeal pretty damn good,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,14,10,coffee burn ice
312,['RudeService'],['1'],Las Vegas,go location couple weeks ago visit went pull drive thru minutes time breakfast person drive thru pull right menui wait someone take order speaker one say anythingfinally employee headset walk back room mcdonaldsi figure order speaker break somethingbut employee walk flip menu breakfast lunchtimei think head whaaaaaaaaaaaaaat keep mind car right obviously wait order employee turn around walk back mcdonaldsthen someone start take order speakeri order breakfast items inform long serving think mind think saw walk turn menu mean car like feet away anyway crave breakfast let know want cancel orderi tell breakfast hours overthen magically like christmas miracle breakfast truth leave mcdonalds breakfast food rule never fight people make food behind close doors yea maybe paranoid sadly reality completely polite cancel order believe right thing offer breakfast items find problem simple lack customer service conversation long serve breakfast one never imply order inconvenience clearly go back days late type give second chances miss items ordered mean order saw drive thru order menu screen pay bag give order yea long review would honestly surprise someone read far prop whole reason behind super tire get terrible customer service pay food get reason review star give place multiple visit keep come problem bad customer service,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,2,0,order time wrong
313,"['OrderProblem', 'BadFood']","['0.6852', '0.6852']",Las Vegas,drive times order simple things like big mac meal couple burgers fries yet never get order correct today order two hamburgers fries hamburgers damp pickle jalape os instead regular pickles sure bad prank young staff shitty burger make someone know difference drive always pack people line adjacent albertsons park lot road come fatties point park walk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01001000,7,0,order time wrong
314,['RudeService'],['1'],Las Vegas,seriously probably least friendly mcdonald ever ask order coffees say anything us go drive thru window pick coffees one word say thank window go back mcdonald anything,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,3,13,window us say
315,"['SlowService', 'BadFood']","['1.0', '0.6771']",Las Vegas,close mcds house close one inconsistent come one often drive thru long often run cinnamon melt food least way order hot get inside clean mad house breakfast time decent location,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,4,7,one north avenue
316,"['BadFood', 'RudeService', 'OrderProblem']","['1.0', '0.6746', '0.6746']",Las Vegas,zero star option far disgust mcdonalds ever go single table clean trash floor single customer service person smiled lids ketchup straws napkins ask manager please replenish napkins lids things like please clear area us ignore mess multiple people orders dude horrible first time ever big mac like french fry stale hamburgers thin hard dead fly floor fly fly around restaurant place need shut,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11001000,7,9,place like would
317,['RudeService'],['1'],Las Vegas,micky one plus year go stand offish unfriendly people ever start top guess owners care employees unfriendly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,10,7,one north avenue
318,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,bad mcdonald ever far cannot think enough bad things say service food standard mcdonald fair give us drink creamer order wrong food oatmeal come without enough spoon order count go back time sort condiments dish em reservedly like live depend seem understand foreign accent las vegas seriously go run shop tourist town might well prepare,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,5,1,mcdonald people time
319,['RudeService'],['1'],Las Vegas,maybe seem like staff location friendly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,7,9,place like would
320,['RudeService'],['0.6585'],Las Vegas,stop close live customer service use awful ti seem like get bite better today get side salad shamrock shake everything ok,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,1,5,get right work
321,['BadFood'],['0.6706'],Las Vegas,least favorite fast food place daughter favorite make appearance every mcdonalds best kid meals playplaces seven year old great place love apple slice much small fry bag kids sundays good recently add smoothies great disappoint new popcorn style chicken bad kfc popcorn chicken make large pieces fact box fry coat little chicken fast food place go find mcdonalds consistent quality taste love breakfast chicken nuggets still best avoid angus burgers good advertized,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,11,4,food fast time
322,['RudeService'],['0.6568'],Las Vegas,even deserve star give go mcdonalds order food food good power trip mgr tell son could fill starbucks cup water ask say cross contamination keep mind self service soda machine argument really fly since everybody use machine cross contaminate women poke hand way like really women left say sarcastic tone god bless like already get life women,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,4,food fast time
